Strain,tokens
Mexican,"['mexican', 'sativa', 'uplifted', 'euphoric', 'giggly', 'energetic', 'talkative', 'earthy', 'woody', 'diesel', 'mexican', 'indigenous', 'varieties', 'cannabis', 'landraces', 'grow', 'natively', 'region', 'world', 'region', 'latitude', 'climate', 'native', 'landrace', 'sativa', 'structure']"
Mexican-Sativa,"['mexican', 'sativa', 'sativa', 'happy', 'uplifted', 'energetic', 'hungry', 'focused', 'woody', 'earthy', 'nutty', 'mexican', 'sativa', '70/30', 'sativa', 'dominant', 'hybrid', 'uplifting', 'clear', 'headed', 'buzz', 'alongside', 'fresh', 'sandalwood', 'aroma', 'reduce', 'plant', 'flowering', 'time', 'sensi', 'breeders', 'crossed', 'cultivar', 'southern', 'province', 'oaxaca', 'hardy', 'african', 'sativa', 'durban', 'poison', 'fast', 'flowering', 'pakistani', 'indica']"
Michael-Phelps-Og,"['michael', 'phelps', 'og', 'hybrid', 'relaxed', 'hungry', 'sleepy', 'creative', 'talkative', 'pine', 'pear', 'earthy', 'word', 'got', 'olympic', 'gold', 'medalist', 'enjoyed', 'cannabis', 'matter', 'time', 'named', 'honor', 'michael', 'phelps', 'og', 'hybrid', 'doubt', 'carries', 'og', 'kush', 'genetics', 'ancestry', 'remains', 'uncertain', 'og', 'earthy', 'sweet', 'notes', 'pine', 'lemon', 'explode', 'exhale', 'small', 'doses', 'michael', 'phelps', 'og', 'leave', 'mind', 'body', 'agile', 'overdo', '-pron-', 'likely', 'find', 'ironically', 'lazy', 'inactive']"
Mickey-Kush,"['mickey', 'kush', 'sativa', 'uplifted', 'happy', 'focused', 'relaxed', 'euphoric', 'earthy', 'sweet', 'tree', 'fruit', 'mickey', 'kush', '75', 'sativa', 'cross', 'sweet', 'irish', 'kush', 'jack', 'ripper', 'potent', 'earthy', 'kush', 'lemon', 'undertones', 'deliver', 'energetic', 'focused', 'mickey', 'kush', 'renowned', 'high', 'thc', 'cbg', 'cannabinoid', 'content', 'prime', 'choice', 'tumor', 'treatment', 'alleviating', 'nausea', 'pain', 'depression', 'indoor', 'outdoor', 'plants', 'reach', 'medium', 'height', 'moderate', 'heavy', 'yield', 'flowering', '7', '8', 'weeks']"
Middlefork,"['middlefork', 'hybrid', 'creative', 'happy', 'uplifted', 'focused', 'euphoric', 'earthy', 'blueberry', 'tar', 'middlefork', 'sativa', 'dominant', 'hybrid', 'dutch', 'treat', 'created', 'washington', 'state', 'outside', 'city', 'bellingham', 'middlefork', 'local', 'staple', 'known', 'potent', 'relief', 'anxiety', 'pain', 'spasms', 'nausea', 'creativity', 'energy', 'ushered', 'sweet', 'berry', 'tangy', 'citrus', 'notes', 'inherited', 'dutch', 'treat', 'parent']"
Middlefork-X-Pineapple-Express,"['middlefork', 'x', 'pineapple', 'express', 'sativa', 'happy', 'euphoric', 'giggly', 'uplifted', 'relaxed', 'pineapple', 'sweet', 'grape', 'middlefork', 'x', 'pineapple', 'express', '75', 'sativa', 'western', 'washington', 'best', 'parents', 'pungent', 'pineapple', 'aroma', 'heavy', 'resin', 'production', 'notes', 'berry', 'earthiness', 'accent', 'dominant', 'fruity', 'aroma', 'bringing', 'fragrant', 'intricacy', 'sativa', 'hybrid', 'bliss', 'euphoria', 'overcome', 'mind', 'lulling', 'deep', 'sense', 'calm', 'contentment', 'addition', 'rich', 'terpene', 'profile', 'middlefork', 'x', 'pineapple', 'express', 'typically', 'demonstrates', 'high', 'cannabinoid', 'content', 'stretch', '20', 'thc']"
Midnight,"['midnight', 'hybrid', 'happy', 'uplifted', 'euphoric', 'relaxed', 'creative', 'earthy', 'pungent', 'lavender', 'midnight', 'popular', 'israel', 'sativa', 'dominant', 'variety', 'developed', 'tikun', 'olam', 'treat', 'nausea', 'high', 'cbd', 'controls', 'pain', 'inflammation', 'indigestion', 'uplifting', 'invigorating', 'ideal', 'daytime', 'consumption']"
Milky-Way,"['milky', 'way', 'indica', 'relaxed', 'happy', 'euphoric', 'energetic', 'focused', 'sweet', 'menthol', 'pepper', 'milky', 'way', '80/20', 'indica', 'dominant', 'blend', 'kiwiseeds', 'named', 'milky', 'white', 'trichomes', 'cover', 'sugar', 'leaves', 'milky', 'way', 'sweet', 'aroma', 'sugar', 'spice', 'characterized', 'potent', 'relaxing', 'bodied', 'thanks', 'heavy', 'indica', 'influence']"
Millennium,"['millennium', 'hybrid', 'creative', 'relaxed', 'uplifted', 'happy', 'energetic', 'blueberry', 'earthy', 'diesel', 'named', 'idea', 'years', 'millennium', 'balanced', 'hybrid', '75', 'indica', 'mountains', 'iran', 'crossed', '25', 'percent', 'niagara', 'shiva', 'sativa', 'easy', 'grow', 'indoors', 'outdoors']"
Mint-Chocolate-Chip,"['mint', 'chocolate', 'chip', 'hybrid', 'relaxed', 'happy', 'tingly', 'uplifted', 'talkative', 'minty', 'earthy', 'mint', 'mint', 'chocolate', 'chip', 'rare', 'cross', 'opposing', 'genetics', 'created', 'sinmint', 'cookies', 'green', 'ribbon', 'bx', 'strange', 'hybrid', 'mentally', 'uplifting', 'remaining', 'grounded', 'functional', 'relaxation', 'terpene', 'profile', 'sweet', 'minty', 'herbal', 'dense', 'resin', 'mint', 'chocolate', 'chip', 'remains', 'functional', 'smaller', 'doses', 'shows', 'distracting', 'relaxing', 'qualities', 'continued', 'consumption']"
Mission-Kush,"['mission', 'kush', 'hybrid', 'creative', 'uplifted', 'energetic', 'euphoric', 'happy', 'pine', 'mission', 'kush', 'view', 'askew', 'farms', 'powerful', 'west', 'coast', 'herb', 'grown', 'near', 'banks', 'columbia', 'river', 'silver', 'surfer', 'haze', 'mission', 'kush', 'holds', 'earthy', 'herbaceous', 'terpenes', 'predecessors', 'complementary', 'sativa', 'dominant', 'set', 'quickly', 'imbuing', 'consumer', 'strong', 'positive', 'focus', 'promotes', 'productivity', 'long', 'conversations', 'mood', 'elevation', 'utilize', 'mission', 'kush', 'curb', 'depression', 'mental', 'fatigue', 'enhancing', 'mood', 'productivity']"
Misty-Kush,"['misty', 'kush', 'indica', 'happy', 'euphoric', 'relaxed', 'uplifted', 'talkative', 'sweet', 'mango', 'lemon', 'misty', 'kush', 'genetics', 'include', 'famous', 'indica', 'plants', 'white', 'widow', 'northern', 'lights', 'strong', 'indica', 'shiva', 'given', 'origins', 'surprising', 'uplifting', 'mental', 'usually', 'expected', 'indica', 'misty', 'kush', 'created', 'breeders', 'nirvana', 'quickly', 'gained', 'following', 'native', 'amsterdam', 'misty', 'true', 'indicas', 'plants', '-pron-', 'short', 'stature', 'flower', '8', '9', 'weeks', 'indoor', 'growing', 'best', 'plants', 'strong', 'stink', 'problem', 'truly', 'sweet', 'stink', 'ranging', 'rotten', 'fruit', 'old', 'socks', 'luckily', 'taste', 'pure', 'sugary', 'goodness']"
Misty-Morning,"['misty', 'morning', 'hybrid', 'sleepy', 'euphoric', 'relaxed', 'spicy', 'herbal', 'pine', 'misty', 'morning', 'sweet', 'creeper', 'crafted', 'fine', 'folks', 'colorado', 'inc', 'slow', 'moving', 'crawls', 'body', 'mist', 'gently', 'subduing', 'aches', 'pains', 'subtle', 'tangible', 'potency', 'crossing', 'sugar', 'cane', 'gupta', 'kush', 'co', 'inc', 'fashioned', 'stable', 'indica', 'dominant', 'quality', 'medicinal', 'benefits', 'inspiring', 'trichome', 'production', 'suitable', 'patients', 'consumers', 'higher', 'thc', 'tolerance', 'enjoy', 'misty', 'morning', 'controlled', 'doses', 'complement', 'physical', 'activity', 'small', 'doses', 'stunt', 'physical', 'activity', 'continued', 'consumption']"
Mob-Boss,"['mob', 'boss', 'hybrid', 'energetic', 'happy', 'euphoric', 'uplifted', 'relaxed', 'earthy', 'pine', 'citrus', 'released', '2009', 'grindhouse', 'medical', 'mob', 'boss', 'sativa', 'dominant', 'hybrid', 'chemdawg', 'd', 'tang', 'tang', 'california', 'earned', 'fame', 'staggeringly', 'heavy', 'resin', 'production', 'intoxicatingly', 'potent', 'mob', 'boss', 'intensity', 'hides', 'light', 'sweet', 'floral', 'aroma', 'undertones', 'citrus', 'herbs', 'phenotypes', 'deliver', 'hard', 'hitting', 'jolt', 'cerebral', 'psychoactivity', 'induce', 'lighter', 'clear', 'headed', 'buzz', 'patients', 'use', 'mob', 'boss', 'potent', 'relief', 'muscle', 'tension', 'mood', 'elevation', 'appetite', 'stimulation', 'depending', 'traits', 'expressed', 'mob', 'boss', 'typically', 'finishes', 'flowering', '60', '70', 'days', 'indoors']"
Moby-Dick,"['moby', 'dick', 'sativa', 'uplifted', 'euphoric', 'happy', 'relaxed', 'energetic', 'sweet', 'citrus', 'earthy', 'originating', 'amsterdam', 'currently', 'dinafem', 'moby', 'dick', 'high', 'thc', 'content', 'makes', 'strongest', 'sativas', 'winner', 'girl', 'year', 'cannabis', 'newspaper', 'soft', 'secrets', '2010', 'cross', 'indica', 'dominant', 'hybrid', 'white', 'widow', 'sativa', 'haze', 'known', 'power', 'cerebral', 'stimulation', 'creating', 'sativa', 'plant', 'delivers', 'charged', 'buzz', 'favored', 'short', 'flowering', 'period', 'mold', 'resistance', 'high', 'yield', 'grower', 'favorite', 'plant', 'require', 'attention', 'care', 'aroma', 'sweet', 'citrus', 'haze', 'dominates', 'palate', 'vanilla', 'eucalyptus', 'tones']"
Mochi,"['mochi', 'hybrid', 'sleepy', 'happy', 'hungry', 'relaxed', 'tingly', 'pungent', 'minty', 'flowery', 'mochi', 'sherbinski', 'leans', 'cookie', 'fam', 'potency', 'stability', 'phenotypic', 'expression', 'sunset', 'sherbet', 'x', 'thin', 'mint', 'girl', 'scout', 'cookies', 'indica', 'leaning', 'hybrid', 'beautiful', 'dense', 'mochi', 'appearance', 'frosty', 'mixture', 'purple', 'jade', 'foliage', 'knotted', 'bright', 'red', 'hairs', 'similar', 'parent', 'offering', 'moderate', 'pain', 'stress', 'reduction', 'imbuing', 'consumer', 'calm', 'creative', 'aura', 'mochi', 'known', 'names', 'gelato', '47', 'mochi', 'gelato']"
Molokai-Frost,"['molokai', 'frost', 'indica', 'relaxed', 'euphoric', 'happy', 'creative', 'uplifted', 'pungent', 'woody', 'chestnut', 'moloka’i', 'frost', 'known', 'moloka’i', 'hashplant', 'potent', 'sativa', 'dominant', 'robust', 'medicinal', 'history', '1969', 'residents', 'lalaaupapa', 'moloka’i', 'leper', 'colony', 'allowed', 'leave', 'access', 'modern', 'medicine', 'special', 'medicine', 'left', 'kalawao', 'valley', 'pronounced', 'ka', 'la', 'wow', 'flower', 'grows', 'sativa', 'exhibits', 'extremely', 'powerful', 'indica', 'heavy', 'sedation', 'strong', 'analgesic', 'latent', 'euphoria', 'complements', 'heavy', 'body', 'elements', 'rare', 'resinous', 'flower', 'hawaiian', 'landrace', 'worth', 'seeking']"
Molokai-Purpz,"['molokai', 'purpz', 'indica', 'aroused', 'creative', 'euphoric', 'relaxed', 'sleepy', 'berry', 'grape', 'sweet', 'moloka’i', 'purpz', 'luscious', 'hawaiian', 'landrace', 'island', 'moloka’i', 'deep', 'purple', 'hues', 'aroma', 'rich', 'grape', 'berry', 'smells', 'purple', 'moloka’i', 'purpz', 'delivers', 'sedating', 'ideal', 'suffering', 'insomnia', 'stress', 'anticipate', 'rich', 'notes', 'exotic', 'berry', 'grape', 'intermixed', 'sweet', 'skunkiness', 'indica', 'dominant', 'extremely', 'relaxing', 'lulling', 'body', 'mind', 'state', 'weighted', 'tranquility']"
Money-Maker,"['money', 'maker', 'indica', 'relaxed', 'sleepy', 'happy', 'euphoric', 'uplifted', 'earthy', 'berry', 'skunk', 'money', 'maker', 'blend', 'finest', 'old', 'school', 'cannabis', 'varieties', 'breeder', 'hunters', 'mixed', 'potency', 'vitality', 'master', 'kush', 'hindu', 'kush', 'combination', 'vigorous', 'growth', 'sweet', 'skunk', '1', 'form', 'indica', 'dominant', 'cross', 'appreciated', 'cultivators', 'connoisseurs', 'alike', 'aroma', 'sharp', 'mixture', 'spiced', 'berries', 'piney', 'kush', 'money', 'maker', 'provides', 'earthy', 'mix', 'reminiscent', 'dried', 'fruits', 'roasted', 'nuts', 'immediate', 'relaxing', 'good', 'choice', 'insomnia', 'stimulate', 'appetite', 'money', 'maker', 'reserve', 'end', 'day']"
Monkey-Paw,"['monkey', 'paw', 'hybrid', 'relaxed', 'happy', 'hungry', 'uplifted', 'euphoric', 'grape', 'berry', 'spicy', 'herbal', 'monkey', 'paw', 'takes', 'fingerling', 'resemble', 'curled', 'paws', 'primates', 'fabled', 'old', 'school', 'roots', 'sprouted', 'michigan', 'built', 'solid', 'reputation', 'midwest', 'hybrid', 'compelling', 'mixture', 'acapulco', 'gold', 'colombian', 'gold', 'sativas', 'balanced', 'afghani', 'indica', 'influence', 'pungent', 'combination', 'sweet', 'fruity', 'aroma', 'reminiscent', 'thick', 'musk', 'skunk', 'varieties', 'sharp', 'notes', 'zesty', 'citrus', 'cut', 'senses', 'aftertaste', 'fresh', 'fruits', 'grape', 'blueberry', 'serves', 'precursor', 'relaxing', 'calm', 'body', 'pains', 'stimulate', 'stomach']"
Monolith,"['monolith', 'indica', 'relaxed', 'sleepy', 'tingly', 'euphoric', 'focused', 'pungent', 'earthy', 'pine', 'monolith', 'indica', 'dominant', 'afghan', 'roots', 'stretch', '1980s', 'indica', 'exhibits', 'pungent', 'aroma', 'earthy', 'herbaceous', 'core', 'glazed', 'stinky', 'sweet', 'terpenes', 'powerful', 'clear', 'room', 'onset', 'monolith', 'surprisingly', 'uplifting', 'consumer', 'smile', 'laugh', 'banishing', 'stress', 'anxiety', 'mind', 'monolith', 'stimulates', 'appetite', 'infuses', 'limbs', 'warm', 'tingly', 'sensation', 'enjoy', 'indica', 'nullify', 'stress', 'curb', 'minor', 'physical', 'pain', 'encourage', 'rest', 'relaxation']"
Monster-Cookies,"['monster', 'cookies', 'indica', 'relaxed', 'happy', 'sleepy', 'euphoric', 'hungry', 'earthy', 'grape', 'pine', 'monster', 'cookies', '80', 'indica', 'cross', 'girl', 'scout', 'cookies', 'granddaddy', 'purple', 'delivers', 'jarring', 'dose', 'euphoria', 'relaxation', 'aroma', 'dominated', 'earthy', 'notes', 'enriched', 'grape', 'berry', 'scent', 'passed', 'granddaddy', 'purple', 'hues', 'purple', 'green', 'weave', 'silver', 'blanket', 'crystal', 'trichomes', 'colors', 'continue', 'darken', 'maturation', 'calming', 'sedation', 'wells', 'time', 'ideal', 'late', 'night', 'use']"
Monster-Og,"['monster', 'og', 'hybrid', 'hungry', 'relaxed', 'happy', 'tingly', 'sleepy', 'woody', 'spicy', 'herbal', 'earthy', 'monster', 'og', 'green', 'element', 'hybrid', 'crosses', 'heavy', 'og', 'indica', 'og', 'kush', 'sfv', 'og', 'hybrid', 'thc', 'profile', 'stretch', 'past', '26', 'percent', 'monster', 'og', 'come', 'strong', 'relax', 'muscles', 'soothe', 'pains', 'relieve', 'stress', 'increase', 'appetite', 'promote', 'rest', 'stout', 'plants', 'tights', 'resin', 'packed', 'carry', 'blend', 'deep', 'earthy', 'diesel', 'subtle', 'burnt', 'spice', 'notes']"
Montana-Silvertip,"['montana', 'silvertip', 'hybrid', 'relaxed', 'happy', 'euphoric', 'uplifted', 'giggly', 'earthy', 'spicy', 'herbal', 'sweet', 'montana', 'silvertip', 'granddaddy', 'purple', 'super', 'silver', 'haze', 'hybrid', 'cross', 'inherits', 'homeland', 'typical', 'medical', 'applications', 'montana', 'silvertip', 'include', 'add', 'adhd', 'migraines', 'anxiety']"
Moon-Cookies,"['moon', 'cookies', 'hybrid', 'hungry', 'focused', 'euphoric', 'happy', 'relaxed', 'spicy', 'herbal', 'minty', 'flowery', 'moon', 'cookies', 'twice', 'deep', 'gsc', 'x', 'gsc', 'cross', 'certain', 'moon', 'rock', 'intergalactic', 'herb', 'stinky', 'sweet', 'terpene', 'profile', 'complex', 'melange', 'dough', 'earth', 'green', 'forest', 'classic', 'girl', 'scout', 'cookies', 'resinous', 'rocks', 'hard', 'dense', 'enjoy', 'moon', 'cookies', 'afternoon', 'physical', 'heavier', 'sedative', 'continued', 'consumption', 'good', 'measure', 'moon', 'cookies', 'bright', 'cerebral', 'buzz', 'improve', 'mood', 'physical', 'mute', 'minor', 'physical', 'discomfort', 'nausea', 'stress']"
Moondance,"['moondance', 'sativa', 'creative', 'euphoric', 'happy', 'relaxed', 'lavender', 'pine', 'moondance', 'sativa', 'dominant', 'cbd', 'content', 'high', '11', 'average', 'thc', 'level', '4', 'consumers', 'notice', 'minimal', 'cerebral', 'euphoric', 'sensations', 'candied', 'grape', 'aromas', 'turn', 'spicy', 'pepper', 'fresh', 'mint', 'sharp', 'pine', 'exhale', 'stress', 'body', 'aches', 'painful', 'inflammation', 'wither', 'away', 'mind', 'left', 'agile', 'clear', 'excellent', 'daytime', 'choice', 'patients', 'needing', 'stay', 'active', 'inheriting', 'genetics', 'super', 'silver', 'haze', 'neville', 'haze', 'unknown', 'cbd', 'rich', 'parent', 'moondance', 'variation', 'better', 'known', 'medihaze', 'sativa']"
Moonshine-Haze,"['moonshine', 'haze', 'sativa', 'uplifted', 'euphoric', 'happy', 'relaxed', 'creative', 'earthy', 'citrus', 'pine', 'moonshine', 'haze', 'rare', 'dankness', 'sativa', 'combining', 'nevil', 'wreck', 'amnesia', 'haze']"
Moonwalker-Kush,"['moonwalker', 'kush', 'hybrid', 'relaxed', 'euphoric', 'happy', 'focused', 'giggly', 'earthy', 'pine', 'minty', 'moonwalker', 'kush', 'balanced', 'indica', 'dominant', 'hybrid', 'genetic', 'cross', 'triple', 'og', 'tahoe', 'alien', 'odoriferous', 'combination', 'speaks', 'volumes', 'scent', 'thick', 'soured', 'earth', 'hint', 'pepper', 'finish', 'herbaceous', 'terpene', 'profile', 'aligns', 'nicely', 'intense', 'relaxation', 'moderate', 'cerebral', 'try', 'moonwalker', 'kush', 'dark', 'harness', 'sedative', 'nestled', 'layers', 'trichomes', 'brown', 'pistils']"
Moose-And-Lobsta,"['moose', 'lobsta', 'sativa', 'happy', 'uplifted', 'euphoric', 'energetic', 'talkative', 'citrus', 'diesel', 'pungent', 'moose', 'lobsta', '70', 'sativa', 'dominant', 'hybrid', 'heavy', 'yields', 'high', 'potency', 'flowers', 'half', 'weeks', 'flowering', 'smells', 'strongly', 'skunk', 'tropical', 'fruit', 'similar', 'taste', 'undertones', 'diesel', 'fuel', 'moose', 'lobsta', 'provides', 'intense', 'high', 'starts', 'head', 'quickly', 'spreads', 'body', 'limbs', 'beneficial', 'treating', 'pain', 'anxiety', 'depression', 'loss', 'appetite']"
Morning-Glory,"['morning', 'glory', 'hybrid', 'creative', 'energetic', 'happy', 'aroused', 'uplifted', 'citrus', 'pepper', 'lime', 'morning', 'glory', 'barney', 'farm', 'sativa', 'dominant', 'hybrid', 'steeped', 'fundamental', 'genetics', 'morning', 'glory', 'cross', 'afghani', 'hawaiian', 'skunk', 'inherits', 'flavorful', 'terpenes', 'parent', 'aroma', 'described', 'spicy', 'notes', 'lemon', 'sandalwood', 'plant', 'grows', 'fat', 'resinous', 'colas', 'ideal', 'extraction', 'overall', 'plant', 'structure', 'remains', 'manageable', 'morning', 'glory', 'stimulating', 'physical', 'conversent', 'mental', 'state', 'perfect', 'cut', 'enjoy', 'friends']"
Morning-Star,"['morning', 'star', 'hybrid', 'uplifted', 'euphoric', 'creative', 'happy', 'energetic', 'orange', 'berry', 'blueberry', 'potent', 'cannabis', 'morning', 'star', 'provides', 'uplifting', 'mind', 'expanding', 'high', 'sweet', 'expansive', 'smoke', 'thc', 'content', 'high', '24']"
Mossad,"['mossad', 'indica', 'euphoric', 'focused', 'relaxed', 'sweet', 'lemon', 'earthy', 'mossad', 'indica', 'dominant', 'terraform', 'genetics', 'crossed', 'conspiracy', 'kush', 'male', 'kosher', 'kush', 'female', 'san', 'fernando', 'valley', 'express', 'sets', 'characteristics', 'depending', 'phenotype', 'dubbed', 'mossad', 'og', 'takes', 'og', 'heritage', 'frosty', 'dense', 'exhibit', 'unique', 'calyx', 'structure', 'aroma', 'sweet', 'herbal', 'mix', 'rose', 'sage', 'leave', 'feeling', 'mellow', 'relaxed', 'following', 'slightly', 'energetic', 'cerebral', 'buzz', 'second', 'phenotype', 'referred', 'mossad', 'kush', 'inherits', 'characteristics', 'conspiracy', 'kush', 'boasting', 'hashy', 'earthy', 'aroma', 'accented', 'sour', 'lemons']"
Mossimo-Og,"['mossimo', 'og', 'indica', 'euphoric', 'focused', 'relaxed', 'sleepy', 'uplifted', 'honey', 'lemon', 'pungent', 'mossimo', 'og', 'indica', 'compaeted', '2014', 'l', 'cannabis', 'cup']"
Motavation,"['motavation', 'indica', 'relaxed', 'creative', 'sleepy', 'giggly', 'euphoric', 'pungent', 'sweet', 'flowery', 'motavation', 'magus', 'indica', 'dominant', 'hybrid', 'genetics', 'sensi', 'star', 'warlock', 'suggest', 'boost', 'energy', 'focus', 'let', 'deceived', 'motavation', 'typically', 'locks', 'couch', 'blissful', 'state', 'relaxed', 'happiness', 'consumers', 'cerebral', 'engagement', 'conducive', 'creativity', 'energy', 'story', 'indica', 'cannabis', 'sweet', 'fruity', 'floral', 'aroma', 'accented', 'sour', 'chemical', 'patients', 'motavation', 'success', 'treating', 'anxiety', 'muscle', 'spasms', 'pain', 'insomnia']"
Mother-Tongue,"['mother', 'tongue', 'sativa', 'happy', 'creative', 'euphoric', 'giggly', 'energetic', 'earthy', 'lemon', 'sweet', 'mother', 'tongue', 'vibrant', '70/30', 'sativa', 'dominant', 'jinxproof', 'genetics', 'cross', 'afgooey', 'watermelon', 'og', 'jog', 'kush', 'mother', 'tongue', 'exhibits', 'wide', 'range', 'sweet', 'melons', 'berry', 'spicy', 'earthy', 'coffee', 'hints', 'citrus', 'bright', 'hues', 'red', 'pink', 'purple', 'stretch', 'leaf', 'tips', 'inviting', 'display', 'color', 'perfect', 'daytime', 'companion', 'productivity', 'mother', 'tongue', 'provides', 'clear', 'headed', 'thoughtful', 'buzz', 'coupled', 'deep', 'physical', 'relaxation']"
